                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1459,                0.81866,                 1.2306,                0.85646,                0.47328,                0.50446,                0.34532,                    nan,                    nan,                    nan,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.1518,                 0.8099,                 1.2244,                0.91367,                0.45783,                0.50289,                0.33629,                    nan,                    nan,                    nan,               0.000812,               0.000812,               0.000812
                     32,                 1.1508,                0.80397,                 1.2306,                0.82372,                0.47583,                0.50508,                 0.3455,                    nan,                    nan,                    nan,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.1289,                 0.7985,                 1.2184,                0.90287,                 0.4631,                0.52391,                0.36211,                    nan,                    nan,                    nan,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.1332,                 0.7824,                 1.2125,                0.85313,                 0.4631,                0.49738,                0.34431,                    nan,                    nan,                    nan,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.0913,                0.76787,                 1.1839,                0.86709,                0.46819,                0.50792,                0.35266,                    nan,                    nan,                    nan,              0.0006536,              0.0006536,              0.0006536
                     36,                  1.094,                0.75725,                 1.1911,                0.92875,                0.46435,                 0.5147,                0.35434,                    nan,                    nan,                    nan,               0.000614,               0.000614,               0.000614
                     37,                 1.0993,                0.76209,                 1.2058,                 0.8638,                0.46799,                0.52341,                0.36318,                    nan,                    nan,                    nan,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.0735,                0.74519,                 1.1831,                0.88495,                0.46976,                0.52432,                0.36819,                    nan,                    nan,                    nan,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.0698,                0.74311,                 1.1781,                0.91767,                0.45038,                0.51743,                 0.3657,                    nan,                    nan,                    nan,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.0534,                0.70231,                 1.1766,                0.93875,                0.45293,                0.52204,                 0.3626,                    nan,                    nan,                    nan,              0.0004556,              0.0004556,              0.0004556
                     41,                 0.9408,                0.54522,                 1.0765,                0.90278,                0.46565,                0.50833,                  0.354,                    nan,                    nan,                    nan,               0.000416,               0.000416,               0.000416
                     42,                0.91602,                0.52397,                 1.0738,                0.92831,                0.46132,                0.51725,                 0.3632,                    nan,                    nan,                    nan,              0.0003764,              0.0003764,              0.0003764
                     43,                 0.9029,                0.49804,                 1.0656,                0.89528,                0.47328,                0.51623,                0.36368,                    nan,                    nan,                    nan,              0.0003368,              0.0003368,              0.0003368
                     44,                0.87907,                0.49142,                 1.0567,                0.88666,                0.47328,                0.52082,                0.37032,                    nan,                    nan,                    nan,              0.0002972,              0.0002972,              0.0002972
                     45,                0.86736,                0.48238,                 1.0474,                0.90589,                0.47837,                 0.5363,                0.38044,                    nan,                    nan,                    nan,              0.0002576,              0.0002576,              0.0002576
                     46,                0.84291,                0.46765,                 1.0432,                0.92208,                0.47328,                0.52837,                0.37293,                    nan,                    nan,                    nan,               0.000218,               0.000218,               0.000218
                     47,                0.84146,                 0.4698,                  1.035,                0.88965,                0.47328,                0.52549,                0.36932,                    nan,                    nan,                    nan,              0.0001784,              0.0001784,              0.0001784
                     48,                0.82785,                0.45767,                 1.0426,                0.95859,                0.45547,                0.52656,                 0.3677,                    nan,                    nan,                    nan,              0.0001388,              0.0001388,              0.0001388
                     49,                0.81747,                0.44488,                 1.0229,                0.92906,                0.46056,                0.52724,                0.37401,                    nan,                    nan,                    nan,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.80899,                0.43663,                 1.0325,                0.93345,                0.46819,                0.53188,                0.37698,                    nan,                    nan,                    nan,               5.96e-05,               5.96e-05,               5.96e-05
