                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    163,                 1.1685,                0.63389,                 1.0847,                0.99396,                0.33704,                0.46901,                0.37633,                    nan,                    nan,                    nan,               0.004654,               0.004654,               0.004654
                    164,                 1.1714,                0.63571,                 1.0772,                0.97444,                0.34221,                0.46095,                 0.3703,                    nan,                    nan,                    nan,               0.004621,               0.004621,               0.004621
                    165,                 1.1692,                0.63348,                  1.088,                 0.9823,                0.34121,                0.46385,                 0.3741,                    nan,                    nan,                    nan,               0.004588,               0.004588,               0.004588
                    166,                 1.1792,                0.63699,                 1.0801,                0.98324,                0.34119,                0.46673,                0.37582,                    nan,                    nan,                    nan,               0.004555,               0.004555,               0.004555
                    167,                 1.1768,                0.63445,                 1.0843,                0.97375,                0.34211,                0.47006,                0.37744,                    nan,                    nan,                    nan,               0.004522,               0.004522,               0.004522
                    168,                 1.1786,                0.63164,                 1.0881,                0.97254,                0.34119,                0.46989,                 0.3778,                    nan,                    nan,                    nan,               0.004489,               0.004489,               0.004489
                    169,                 1.1589,                0.63007,                 1.0735,                0.97017,                0.34324,                0.47484,                0.38095,                    nan,                    nan,                    nan,               0.004456,               0.004456,               0.004456
                    170,                 1.1574,                0.62768,                 1.0763,                0.96525,                0.34151,                0.47929,                0.38388,                    nan,                    nan,                    nan,               0.004423,               0.004423,               0.004423
                    171,                 1.1519,                0.62087,                 1.0713,                0.96538,                0.34282,                0.47926,                0.38438,                    nan,                    nan,                    nan,                0.00439,                0.00439,                0.00439
                    172,                 1.1644,                0.62887,                 1.0815,                0.96704,                0.34324,                0.48553,                0.39038,                    nan,                    nan,                    nan,               0.004357,               0.004357,               0.004357
                    173,                 1.1679,                0.63094,                 1.0856,                0.96714,                0.34324,                0.48485,                0.39001,                    nan,                    nan,                    nan,               0.004324,               0.004324,               0.004324
                    174,                 1.1553,                0.61811,                 1.0694,                0.97095,                0.34245,                0.49214,                0.39668,                    nan,                    nan,                    nan,               0.004291,               0.004291,               0.004291
                    175,                 1.1622,                0.61972,                 1.0762,                0.97731,                0.34221,                0.48847,                0.39432,                    nan,                    nan,                    nan,               0.004258,               0.004258,               0.004258
                    176,                 1.1593,                0.61968,                 1.0793,                0.97503,                0.34221,                0.48741,                0.39379,                    nan,                    nan,                    nan,               0.004225,               0.004225,               0.004225
                    177,                 1.1523,                0.61911,                 1.0758,                0.97546,                0.34221,                0.48874,                0.39363,                    nan,                    nan,                    nan,               0.004192,               0.004192,               0.004192
                    178,                 1.1589,                0.61103,                 1.0712,                0.98271,                0.34016,                0.49483,                0.39769,                    nan,                    nan,                    nan,               0.004159,               0.004159,               0.004159
                    179,                 1.1536,                0.61095,                 1.0694,                0.97875,                0.34119,                0.48991,                 0.3945,                    nan,                    nan,                    nan,               0.004126,               0.004126,               0.004126
                    180,                 1.1519,                0.61125,                 1.0672,                0.97665,                0.34119,                0.49004,                0.39572,                    nan,                    nan,                    nan,               0.004093,               0.004093,               0.004093
                    181,                 1.1415,                0.61334,                 1.0721,                0.97352,                0.34221,                0.49112,                0.39598,                    nan,                    nan,                    nan,                0.00406,                0.00406,                0.00406
                    182,                 1.1388,                0.61153,                 1.0691,                0.97512,                0.34221,                0.48719,                0.39371,                    nan,                    nan,                    nan,               0.004027,               0.004027,               0.004027
                    183,                 1.1425,                0.61282,                  1.065,                0.98035,                0.34221,                0.48586,                0.39248,                    nan,                    nan,                    nan,               0.003994,               0.003994,               0.003994
                    184,                 1.1574,                0.61363,                 1.0696,                 0.9817,                0.34324,                0.48613,                0.39357,                    nan,                    nan,                    nan,               0.003961,               0.003961,               0.003961
                    185,                  1.138,                0.61165,                 1.0668,                0.98026,                0.34324,                0.48625,                0.39488,                    nan,                    nan,                    nan,               0.003928,               0.003928,               0.003928
                    186,                 1.1313,                 0.6076,                 1.0616,                0.98353,                0.34324,                0.48485,                0.39442,                    nan,                    nan,                    nan,               0.003895,               0.003895,               0.003895
                    187,                 1.1389,                0.61041,                 1.0679,                0.98585,                0.34221,                0.48502,                0.39574,                    nan,                    nan,                    nan,               0.003862,               0.003862,               0.003862
                    188,                 1.1358,                0.59831,                 1.0595,                0.98922,                0.34221,                0.48449,                 0.3952,                    nan,                    nan,                    nan,               0.003829,               0.003829,               0.003829
                    189,                 1.1355,                 0.6055,                 1.0629,                0.99372,                0.34324,                0.48362,                0.39424,                    nan,                    nan,                    nan,               0.003796,               0.003796,               0.003796
                    190,                 1.1326,                0.60387,                 1.0579,                0.99406,                0.34301,                 0.4821,                0.39165,                    nan,                    nan,                    nan,               0.003763,               0.003763,               0.003763
                    191,                  1.113,                0.59237,                 1.0564,                0.99406,                 0.3432,                0.48122,                0.39078,                    nan,                    nan,                    nan,                0.00373,                0.00373,                0.00373
                    192,                 1.1335,                0.59396,                 1.0587,                 0.9918,                0.34221,                0.48241,                0.39375,                    nan,                    nan,                    nan,               0.003697,               0.003697,               0.003697
                    193,                 1.1316,                0.60371,                 1.0729,                0.98559,                0.34221,                0.48104,                0.39091,                    nan,                    nan,                    nan,               0.003664,               0.003664,               0.003664
                    194,                 1.1301,                0.60409,                 1.0682,                0.98658,                0.34221,                 0.4826,                0.39322,                    nan,                    nan,                    nan,               0.003631,               0.003631,               0.003631
                    195,                 1.1252,                0.59683,                 1.0569,                0.98461,                0.34221,                0.48006,                0.39149,                    nan,                    nan,                    nan,               0.003598,               0.003598,               0.003598
                    196,                 1.1269,                0.60169,                 1.0537,                0.98431,                0.34221,                 0.4811,                 0.3925,                    nan,                    nan,                    nan,               0.003565,               0.003565,               0.003565
                    197,                 1.1312,                0.59524,                 1.0556,                0.98061,                0.34221,                0.48559,                0.39644,                    nan,                    nan,                    nan,               0.003532,               0.003532,               0.003532
                    198,                 1.1354,                0.59672,                 1.0624,                0.98181,                0.34221,                0.48379,                0.39501,                    nan,                    nan,                    nan,               0.003499,               0.003499,               0.003499
                    199,                 1.1246,                0.59206,                 1.0552,                0.98021,                0.34221,                0.48255,                0.39227,                    nan,                    nan,                    nan,               0.003466,               0.003466,               0.003466
                    200,                 1.1208,                0.59372,                 1.0489,                0.97911,                0.34221,                0.47923,                0.38764,                    nan,                    nan,                    nan,               0.003433,               0.003433,               0.003433
                    201,                 1.1266,                0.59516,                 1.0624,                0.98089,                0.34221,                0.48069,                0.39192,                    nan,                    nan,                    nan,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.1217,                0.59833,                 1.0603,                0.98082,                0.34221,                0.48022,                0.39123,                    nan,                    nan,                    nan,               0.003367,               0.003367,               0.003367
                    203,                 1.1201,                0.59994,                 1.0553,                   0.98,                0.34221,                0.47972,                0.39081,                    nan,                    nan,                    nan,               0.003334,               0.003334,               0.003334
                    204,                 1.0966,                0.57994,                 1.0512,                0.98002,                0.34221,                0.47765,                0.38937,                    nan,                    nan,                    nan,               0.003301,               0.003301,               0.003301
                    205,                 1.1149,                0.59411,                 1.0527,                0.98021,                0.34221,                0.47529,                0.38712,                    nan,                    nan,                    nan,               0.003268,               0.003268,               0.003268
                    206,                 1.1086,                0.58799,                 1.0541,                0.97593,                0.34221,                0.47654,                0.38821,                    nan,                    nan,                    nan,               0.003235,               0.003235,               0.003235
                    207,                 1.1163,                0.58482,                 1.0516,                0.97424,                0.34221,                0.47846,                0.38986,                    nan,                    nan,                    nan,               0.003202,               0.003202,               0.003202
                    208,                 1.1072,                0.58766,                 1.0533,                0.97272,                0.34221,                0.47927,                0.39015,                    nan,                    nan,                    nan,               0.003169,               0.003169,               0.003169
                    209,                 1.0985,                0.57047,                 1.0481,                0.97231,                0.34221,                0.48192,                0.39287,                    nan,                    nan,                    nan,               0.003136,               0.003136,               0.003136
                    210,                   1.11,                0.58675,                 1.0518,                0.97379,                0.34256,                0.48192,                0.39274,                    nan,                    nan,                    nan,               0.003103,               0.003103,               0.003103
                    211,                  1.121,                 0.5875,                 1.0465,                0.97381,                0.34281,                0.48091,                0.39247,                    nan,                    nan,                    nan,                0.00307,                0.00307,                0.00307
                    212,                 1.1044,                0.58403,                  1.047,                 0.9716,                0.34221,                0.48108,                  0.393,                    nan,                    nan,                    nan,               0.003037,               0.003037,               0.003037
                    213,                 1.0938,                  0.573,                 1.0443,                0.98359,                0.34119,                0.47924,                0.39183,                    nan,                    nan,                    nan,               0.003004,               0.003004,               0.003004
                    214,                 1.1004,                0.57289,                 1.0438,                0.98565,                0.34119,                0.47908,                 0.3919,                    nan,                    nan,                    nan,               0.002971,               0.002971,               0.002971
                    215,                 1.1027,                0.57997,                 1.0513,                0.98583,                0.34119,                0.47892,                0.39261,                    nan,                    nan,                    nan,               0.002938,               0.002938,               0.002938
                    216,                 1.1089,                0.58471,                  1.046,                0.97903,                0.34221,                0.48141,                0.39616,                    nan,                    nan,                    nan,               0.002905,               0.002905,               0.002905
                    217,                 1.0966,                 0.5772,                 1.0455,                0.98197,                0.34221,                0.48057,                  0.396,                    nan,                    nan,                    nan,               0.002872,               0.002872,               0.002872
                    218,                 1.1022,                0.58172,                 1.0458,                0.98236,                0.34235,                 0.4804,                0.39646,                    nan,                    nan,                    nan,               0.002839,               0.002839,               0.002839
                    219,                 1.0856,                0.57189,                 1.0434,                0.98239,                0.34221,                0.48108,                0.39649,                    nan,                    nan,                    nan,               0.002806,               0.002806,               0.002806
                    220,                 1.0972,                0.57007,                 1.0424,                0.98296,                0.34324,                0.48195,                0.39794,                    nan,                    nan,                    nan,               0.002773,               0.002773,               0.002773
                    221,                 1.0979,                0.57204,                 1.0406,                0.98282,                0.34324,                0.48024,                0.39608,                    nan,                    nan,                    nan,                0.00274,                0.00274,                0.00274
                    222,                 1.0791,                0.56693,                 1.0397,                0.98109,                0.34324,                 0.4806,                0.39617,                    nan,                    nan,                    nan,               0.002707,               0.002707,               0.002707
                    223,                 1.0807,                0.56667,                 1.0374,                0.98137,                0.34324,                0.47827,                0.39538,                    nan,                    nan,                    nan,               0.002674,               0.002674,               0.002674
                    224,                  1.085,                0.56295,                 1.0396,                0.98146,                0.34324,                 0.4773,                0.39475,                    nan,                    nan,                    nan,               0.002641,               0.002641,               0.002641
                    225,                 1.0684,                0.56127,                 1.0376,                0.98179,                0.34324,                0.47742,                0.39504,                    nan,                    nan,                    nan,               0.002608,               0.002608,               0.002608
                    226,                  1.071,                0.55572,                 1.0426,                 0.9841,                0.34324,                0.47663,                0.39395,                    nan,                    nan,                    nan,               0.002575,               0.002575,               0.002575
                    227,                 1.0886,                0.57151,                 1.0365,                0.98465,                0.34324,                0.47601,                0.39383,                    nan,                    nan,                    nan,               0.002542,               0.002542,               0.002542
                    228,                 1.0915,                0.56327,                 1.0412,                0.98488,                0.34324,                0.47477,                0.39349,                    nan,                    nan,                    nan,               0.002509,               0.002509,               0.002509
                    229,                 1.0742,                0.55852,                 1.0373,                0.98599,                0.34324,                0.47341,                0.39261,                    nan,                    nan,                    nan,               0.002476,               0.002476,               0.002476
                    230,                 1.0637,                0.55178,                 1.0317,                 0.9882,                0.34321,                0.47311,                0.39172,                    nan,                    nan,                    nan,               0.002443,               0.002443,               0.002443
                    231,                 1.0769,                0.55886,                 1.0383,                0.98819,                0.34278,                0.47049,                0.38932,                    nan,                    nan,                    nan,                0.00241,                0.00241,                0.00241
                    232,                 1.0863,                0.55757,                 1.0437,                0.98818,                0.34249,                0.46995,                0.38933,                    nan,                    nan,                    nan,               0.002377,               0.002377,               0.002377
                    233,                 1.0662,                0.55763,                  1.036,                0.99111,                0.34221,                0.47052,                0.39072,                    nan,                    nan,                    nan,               0.002344,               0.002344,               0.002344
                    234,                 1.0646,                0.55128,                 1.0296,                0.99189,                0.34221,                0.46869,                0.38783,                    nan,                    nan,                    nan,               0.002311,               0.002311,               0.002311
                    235,                 1.0712,                0.55848,                   1.04,                0.99406,                0.34279,                  0.468,                0.38689,                    nan,                    nan,                    nan,               0.002278,               0.002278,               0.002278
                    236,                 1.0765,                0.55535,                 1.0354,                0.99406,                0.34287,                0.46827,                0.38738,                    nan,                    nan,                    nan,               0.002245,               0.002245,               0.002245
                    237,                 1.0614,                0.54793,                 1.0331,                0.99439,                0.34221,                0.46827,                0.38712,                    nan,                    nan,                    nan,               0.002212,               0.002212,               0.002212
                    238,                  1.081,                0.57208,                 1.0415,                0.99702,                0.34314,                0.46814,                0.38738,                    nan,                    nan,                    nan,               0.002179,               0.002179,               0.002179
                    239,                 1.0615,                0.55335,                 1.0307,                0.99699,                0.34324,                0.46649,                0.38558,                    nan,                    nan,                    nan,               0.002146,               0.002146,               0.002146
                    240,                 1.0599,                0.55117,                 1.0311,                0.99684,                0.34324,                0.46585,                0.38477,                    nan,                    nan,                    nan,               0.002113,               0.002113,               0.002113
                    241,                  1.073,                0.55556,                 1.0339,                0.99637,                0.34324,                0.46519,                0.38534,                    nan,                    nan,                    nan,                0.00208,                0.00208,                0.00208
                    242,                 1.0617,                 0.5477,                 1.0301,                0.99198,                0.34324,                0.46624,                0.38582,                    nan,                    nan,                    nan,               0.002047,               0.002047,               0.002047
                    243,                 1.0574,                0.54431,                 1.0285,                0.98834,                0.34324,                0.46624,                 0.3852,                    nan,                    nan,                    nan,               0.002014,               0.002014,               0.002014
                    244,                 1.0623,                0.54089,                 1.0285,                0.98817,                0.34234,                0.46789,                0.38665,                    nan,                    nan,                    nan,               0.001981,               0.001981,               0.001981
                    245,                 1.0753,                 0.5614,                 1.0326,                0.98527,                0.34269,                0.46858,                0.38728,                    nan,                    nan,                    nan,               0.001948,               0.001948,               0.001948
                    246,                 1.0533,                0.54947,                 1.0209,                0.99399,                0.34119,                0.46956,                  0.388,                    nan,                    nan,                    nan,               0.001915,               0.001915,               0.001915
                    247,                 1.0546,                0.54549,                 1.0286,                0.99449,                0.34119,                0.47026,                0.38857,                    nan,                    nan,                    nan,               0.001882,               0.001882,               0.001882
                    248,                 1.0517,                0.54493,                  1.023,                0.99503,                0.34119,                0.47141,                0.38987,                    nan,                    nan,                    nan,               0.001849,               0.001849,               0.001849
                    249,                  1.056,                 0.5426,                 1.0278,                0.99512,                0.34119,                0.47229,                0.38978,                    nan,                    nan,                    nan,               0.001816,               0.001816,               0.001816
                    250,                 1.0418,                0.53302,                 1.0205,                0.99513,                0.34119,                0.47258,                0.39027,                    nan,                    nan,                    nan,               0.001783,               0.001783,               0.001783
                    251,                 1.0474,                0.53963,                  1.018,                 0.9952,                0.34119,                0.47245,                 0.3909,                    nan,                    nan,                    nan,                0.00175,                0.00175,                0.00175
                    252,                 1.0455,                0.54065,                 1.0232,                0.99535,                0.34119,                0.47304,                0.39171,                    nan,                    nan,                    nan,               0.001717,               0.001717,               0.001717
                    253,                 1.0424,                0.53797,                  1.025,                0.99556,                0.34119,                0.47334,                0.39242,                    nan,                    nan,                    nan,               0.001684,               0.001684,               0.001684
                    254,                 1.0503,                0.53694,                 1.0249,                0.99582,                0.34119,                0.47382,                0.39313,                    nan,                    nan,                    nan,               0.001651,               0.001651,               0.001651
                    255,                 1.0462,                0.54274,                 1.0216,                0.99594,                0.34119,                0.47443,                0.39372,                    nan,                    nan,                    nan,               0.001618,               0.001618,               0.001618
                    256,                 1.0475,                0.53757,                 1.0162,                0.99597,                0.34119,                0.47443,                0.39405,                    nan,                    nan,                    nan,               0.001585,               0.001585,               0.001585
                    257,                 1.0367,                0.53062,                 1.0249,                0.99594,                0.34119,                0.47443,                0.39439,                    nan,                    nan,                    nan,               0.001552,               0.001552,               0.001552
                    258,                 1.0262,                0.53357,                 1.0144,                0.99598,                0.34119,                0.47566,                0.39528,                    nan,                    nan,                    nan,               0.001519,               0.001519,               0.001519
                    259,                 1.0471,                0.53936,                 1.0221,                0.99599,                0.34119,                 0.4755,                0.39601,                    nan,                    nan,                    nan,               0.001486,               0.001486,               0.001486
                    260,                  1.027,                0.52634,                 1.0157,                0.99597,                0.34119,                0.47519,                0.39545,                    nan,                    nan,                    nan,               0.001453,               0.001453,               0.001453
                    261,                 1.0376,                0.52617,                 1.0129,                0.99598,                0.34119,                0.47613,                0.39597,                    nan,                    nan,                    nan,                0.00142,                0.00142,                0.00142
                    262,                 1.0338,                0.53417,                 1.0211,                0.99596,                0.34119,                0.47628,                0.39619,                    nan,                    nan,                    nan,               0.001387,               0.001387,               0.001387
                    263,                 1.0148,                0.52559,                 1.0154,                0.99595,                0.34119,                0.47628,                0.39734,                    nan,                    nan,                    nan,               0.001354,               0.001354,               0.001354
                    264,                 1.0181,                0.52315,                 1.0187,                0.99589,                0.34119,                0.47739,                0.39779,                    nan,                    nan,                    nan,               0.001321,               0.001321,               0.001321
                    265,                 1.0275,                0.52812,                 1.0165,                0.99594,                0.34119,                 0.4766,                0.39737,                    nan,                    nan,                    nan,               0.001288,               0.001288,               0.001288
                    266,                 1.0282,                0.52227,                   1.02,                0.98838,                0.34221,                0.47676,                0.39759,                    nan,                    nan,                    nan,               0.001255,               0.001255,               0.001255
                    267,                 1.0216,                0.52437,                 1.0097,                0.98826,                0.34221,                0.47676,                 0.3984,                    nan,                    nan,                    nan,               0.001222,               0.001222,               0.001222
                    268,                 1.0264,                0.52348,                 1.0138,                0.98829,                0.34221,                0.47723,                0.39879,                    nan,                    nan,                    nan,               0.001189,               0.001189,               0.001189
                    269,                 1.0206,                0.52084,                 1.0123,                0.98662,                0.34221,                0.47755,                0.39926,                    nan,                    nan,                    nan,               0.001156,               0.001156,               0.001156
                    270,                 1.0135,                0.51796,                 1.0136,                0.98521,                0.34221,                0.47755,                0.39917,                    nan,                    nan,                    nan,               0.001123,               0.001123,               0.001123
                    271,                 1.0197,                0.52234,                 1.0126,                0.98516,                0.34221,                0.47819,                0.39957,                    nan,                    nan,                    nan,                0.00109,                0.00109,                0.00109
                    272,                 1.0281,                0.52233,                 1.0162,                0.99404,                0.34204,                0.47836,                0.39975,                    nan,                    nan,                    nan,               0.001057,               0.001057,               0.001057
                    273,                 1.0125,                0.51647,                 1.0132,                0.99404,                0.34205,                0.47912,                0.39974,                    nan,                    nan,                    nan,               0.001024,               0.001024,               0.001024
                    274,                 1.0143,                0.51785,                 1.0141,                0.99404,                0.34205,                0.47896,                0.39995,                    nan,                    nan,                    nan,               0.000991,               0.000991,               0.000991
                    275,                 1.0106,                0.50993,                 1.0101,                0.99405,                0.34207,                 0.4788,                0.39985,                    nan,                    nan,                    nan,               0.000958,               0.000958,               0.000958
                    276,                 1.0163,                0.51748,                 1.0139,                0.99404,                0.34205,                 0.4788,                 0.3998,                    nan,                    nan,                    nan,               0.000925,               0.000925,               0.000925
                    277,                 1.0012,                 0.5118,                 1.0083,                0.99404,                0.34206,                0.47912,                0.39992,                    nan,                    nan,                    nan,               0.000892,               0.000892,               0.000892
                    278,                 1.0153,                0.52009,                 1.0095,                0.99405,                0.34206,                 0.4788,                0.39968,                    nan,                    nan,                    nan,               0.000859,               0.000859,               0.000859
                    279,                 1.0099,                 0.5137,                 1.0097,                0.99405,                0.34206,                0.47864,                0.39996,                    nan,                    nan,                    nan,               0.000826,               0.000826,               0.000826
                    280,                 1.0141,                0.51833,                 1.0059,                0.99405,                0.34207,                0.47929,                0.40069,                    nan,                    nan,                    nan,               0.000793,               0.000793,               0.000793
                    281,                 1.0006,                0.50077,                 1.0077,                0.98819,                0.34283,                0.47877,                0.40046,                    nan,                    nan,                    nan,                0.00076,                0.00076,                0.00076
                    282,                 1.0023,                0.51057,                 1.0113,                0.99405,                0.34207,                0.47796,                0.39939,                    nan,                    nan,                    nan,               0.000727,               0.000727,               0.000727
                    283,                 1.0092,                0.50999,                 1.0103,                0.98528,                0.34291,                0.47845,                0.40007,                    nan,                    nan,                    nan,               0.000694,               0.000694,               0.000694
                    284,                 1.0041,                0.51377,                 1.0072,                0.98239,                0.34293,                0.47861,                0.40077,                    nan,                    nan,                    nan,               0.000661,               0.000661,               0.000661
                    285,                0.99764,                0.50735,                 1.0049,                0.98239,                0.34296,                0.47796,                0.40003,                    nan,                    nan,                    nan,               0.000628,               0.000628,               0.000628
                    286,                 1.0064,                0.51281,                 1.0065,                0.98528,                  0.343,                0.47733,                0.39882,                    nan,                    nan,                    nan,               0.000595,               0.000595,               0.000595
                    287,                 1.0046,                 0.5091,                  1.005,                0.98449,                0.34324,                0.47717,                0.39889,                    nan,                    nan,                    nan,               0.000562,               0.000562,               0.000562
                    288,                 1.0019,                0.50728,                 1.0095,                 0.9899,                0.34324,                0.47796,                0.39935,                    nan,                    nan,                    nan,               0.000529,               0.000529,               0.000529
                    289,                0.99942,                0.51254,                 1.0073,                0.98696,                0.34324,                 0.4778,                0.39902,                    nan,                    nan,                    nan,               0.000496,               0.000496,               0.000496
                    290,                 1.0043,                0.50518,                 1.0125,                 0.9869,                0.34324,                0.47733,                0.39865,                    nan,                    nan,                    nan,               0.000463,               0.000463,               0.000463
                    291,                0.97227,                0.42833,                 0.9367,                0.98687,                0.34324,                0.47717,                0.39846,                    nan,                    nan,                    nan,                0.00043,                0.00043,                0.00043
                    292,                0.96619,                0.42786,                0.93383,                0.98688,                0.34324,                0.47685,                0.39868,                    nan,                    nan,                    nan,               0.000397,               0.000397,               0.000397
                    293,                0.95117,                0.42227,                0.92798,                0.98684,                0.34324,                0.47701,                0.39756,                    nan,                    nan,                    nan,               0.000364,               0.000364,               0.000364
                    294,                0.96511,                0.42662,                0.93035,                0.99111,                0.34255,                0.47704,                0.39783,                    nan,                    nan,                    nan,               0.000331,               0.000331,               0.000331
                    295,                0.95014,                 0.4182,                0.93202,                0.99111,                0.34253,                0.47767,                0.39944,                    nan,                    nan,                    nan,               0.000298,               0.000298,               0.000298
                    296,                0.94106,                0.41252,                0.93086,                 0.9911,                0.34242,                 0.4788,                0.40064,                    nan,                    nan,                    nan,               0.000265,               0.000265,               0.000265
                    297,                0.94308,                0.41482,                0.92962,                 0.9911,                0.34244,                 0.4788,                0.40101,                    nan,                    nan,                    nan,               0.000232,               0.000232,               0.000232
                    298,                0.94817,                 0.4138,                0.92732,                0.99154,                0.34221,                0.47836,                0.40041,                    nan,                    nan,                    nan,               0.000199,               0.000199,               0.000199
                    299,                0.92215,                0.40697,                0.91989,                0.98816,                0.34324,                0.47852,                0.40085,                    nan,                    nan,                    nan,               0.000166,               0.000166,               0.000166
                    300,                0.94223,                0.41277,                0.92769,                0.98832,                0.34324,                0.47836,                0.40025,                    nan,                    nan,                    nan,               0.000133,               0.000133,               0.000133
