                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    166,                 1.1388,                0.59553,                 1.0509,                 0.9121,                0.27939,                 0.4091,                0.28761,                    nan,                    nan,                    nan,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.1264,                0.58515,                  1.047,                0.91338,                0.27711,                0.40997,                0.28964,                    nan,                    nan,                    nan,               0.001783,               0.001783,               0.001783
                    168,                 1.1345,                0.59676,                 1.0531,                0.90315,                0.27663,                0.41591,                0.29264,                    nan,                    nan,                    nan,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.1209,                0.58563,                 1.0491,                0.87697,                0.27939,                0.41324,                0.29286,                    nan,                    nan,                    nan,               0.001684,               0.001684,               0.001684
                    170,                 1.1114,                0.57452,                 1.0449,                0.90973,                0.27663,                0.41787,                 0.2965,                    nan,                    nan,                    nan,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.1208,                 0.5778,                 1.0415,                0.88966,                0.27801,                0.41952,                0.29816,                    nan,                    nan,                    nan,               0.001585,               0.001585,               0.001585
                    172,                 1.1014,                0.57132,                 1.0427,                0.90586,                0.27663,                0.42104,                0.29883,                    nan,                    nan,                    nan,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.1086,                0.57819,                 1.0386,                0.90221,                0.27663,                0.42209,                0.30022,                    nan,                    nan,                    nan,               0.001486,               0.001486,               0.001486
                    174,                 1.1173,                0.57905,                 1.0421,                0.90136,                0.27939,                0.42783,                0.30485,                    nan,                    nan,                    nan,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.1085,                0.57562,                 1.0361,                 0.9097,                0.27939,                0.42464,                0.30263,                    nan,                    nan,                    nan,               0.001387,               0.001387,               0.001387
                    176,                 1.0968,                0.56516,                 1.0338,                0.88407,                0.28216,                0.42337,                0.30194,                    nan,                    nan,                    nan,              0.0013375,              0.0013375,              0.0013375
                    177,                  1.112,                0.57661,                 1.0394,                0.88337,                0.28216,                0.42141,                0.29829,                    nan,                    nan,                    nan,               0.001288,               0.001288,               0.001288
                    178,                 1.0896,                 0.5698,                  1.034,                0.91668,                0.27801,                0.41687,                0.29632,                    nan,                    nan,                    nan,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.0811,                0.55956,                 1.0358,                0.91063,                0.27663,                0.41955,                0.29899,                    nan,                    nan,                    nan,               0.001189,               0.001189,               0.001189
                    180,                 1.0845,                 0.5561,                 1.0359,                0.86851,                0.27939,                0.42277,                0.30014,                    nan,                    nan,                    nan,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.0946,                0.56686,                  1.034,                 0.8713,                0.28077,                0.42209,                0.29719,                    nan,                    nan,                    nan,                0.00109,                0.00109,                0.00109
                    182,                 1.0984,                0.56505,                 1.0379,                0.87042,                0.27939,                 0.4245,                0.29619,                    nan,                    nan,                    nan,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.0795,                0.56456,                 1.0328,                0.88244,                0.27939,                 0.4264,                0.29724,                    nan,                    nan,                    nan,               0.000991,               0.000991,               0.000991
                    184,                 1.0713,                0.55927,                 1.0307,                0.89768,                0.27939,                0.42687,                 0.2984,                    nan,                    nan,                    nan,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.0727,                0.55186,                 1.0309,                 0.8934,                0.27801,                0.42471,                 0.2979,                    nan,                    nan,                    nan,               0.000892,               0.000892,               0.000892
                    186,                 1.0671,                0.54764,                 1.0294,                0.89642,                0.27801,                0.42251,                0.29581,                    nan,                    nan,                    nan,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.0859,                 0.5613,                 1.0308,                0.88281,                0.27939,                0.41738,                0.29255,                    nan,                    nan,                    nan,               0.000793,               0.000793,               0.000793
                    188,                 1.0742,                0.55368,                  1.028,                0.87598,                0.27939,                 0.4146,                0.29134,                    nan,                    nan,                    nan,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.0624,                0.54271,                 1.0326,                0.93146,                0.27524,                0.41945,                0.29531,                    nan,                    nan,                    nan,               0.000694,               0.000694,               0.000694
                    190,                 1.0727,                0.54956,                 1.0252,                0.87887,                0.28354,                0.42239,                0.29745,                    nan,                    nan,                    nan,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.0607,                0.47299,                0.96207,                0.92025,                0.27801,                0.41369,                0.29201,                    nan,                    nan,                    nan,               0.000595,               0.000595,               0.000595
                    192,                 1.0549,                0.47317,                0.96594,                0.92168,                0.27524,                0.40579,                0.28576,                    nan,                    nan,                    nan,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.0298,                0.46233,                0.95549,                0.92551,                0.27498,                0.40345,                0.28369,                    nan,                    nan,                    nan,               0.000496,               0.000496,               0.000496
                    194,                 1.0406,                0.46447,                0.95507,                0.92643,                0.27386,                 0.4031,                0.28451,                    nan,                    nan,                    nan,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.0397,                0.46002,                0.95692,                0.91576,                0.27386,                0.40145,                0.28329,                    nan,                    nan,                    nan,               0.000397,               0.000397,               0.000397
                    196,                  1.026,                0.45509,                0.95494,                0.91362,                0.27386,                0.40225,                0.28352,                    nan,                    nan,                    nan,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.0193,                0.45392,                0.95128,                0.92193,                0.27768,                0.39928,                0.28108,                    nan,                    nan,                    nan,               0.000298,               0.000298,               0.000298
                    198,                 1.0248,                0.45306,                0.95056,                0.91622,                0.27801,                 0.3991,                0.28041,                    nan,                    nan,                    nan,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.0264,                0.45491,                0.95164,                0.91298,                0.27801,                0.39909,                0.27949,                    nan,                    nan,                    nan,               0.000199,               0.000199,               0.000199
                    200,                 1.0072,                0.44582,                0.95449,                0.90487,                0.27801,                 0.3989,                0.27943,                    nan,                    nan,                    nan,              0.0001495,              0.0001495,              0.0001495
