                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.6065,                 1.0956,                 1.2895,                0.75497,                0.25311,                0.27861,                0.17421,                    nan,                    nan,                    nan,              0.0093565,              0.0093565,              0.0093565
                     15,                 1.5592,                 1.0595,                 1.2706,                 0.7856,                0.26141,                0.29711,                0.18632,                    nan,                    nan,                    nan,               0.009307,               0.009307,               0.009307
                     16,                 1.5772,                 1.0651,                 1.2852,                0.81159,                0.25588,                0.27711,                0.16694,                    nan,                    nan,                    nan,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.5753,                 1.0678,                 1.2803,                0.76767,                0.26965 ,                0.29286,                0.18059,                    nan,                    nan,                    nan,               0.009208,               0.009208,               0.009208
                     18,                 1.5615,                 1.0482,                 1.2836,                0.78293,                 0.2644,                0.30188,                0.19104,                    nan,                    nan,                    nan,              0.0091585,              0.0091585,              0.0091585
                     19,                 1.5502,                 1.0324,                 1.2636,                0.80089,                0.26141,                0.29075,                0.17807,                    nan,                    nan,                    nan,               0.009109,               0.009109,               0.009109
                     20,                   1.52,                 1.0243,                 1.2625,                0.88128,                0.25864,                0.29974,                0.19022,                    nan,                    nan,                    nan,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.5215,                0.98862,                 1.2597,                0.82939,                0.26694,                0.30072,                0.19728,                    nan,                    nan,                    nan,                0.00901,                0.00901,                0.00901
                     22,                 1.5272,                 1.0121,                 1.2508,                0.80201,                0.26971,                0.30693,                0.19442,                    nan,                    nan,                    nan,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.5302,                 1.0028,                 1.2453,                0.82143,                0.27248,                0.30705,                0.19807,                    nan,                    nan,                    nan,               0.008911,               0.008911,               0.008911
                     24,                 1.5157,                0.98413,                 1.2501,                 0.7726,                0.26833,                0.31086,                0.20122,                    nan,                    nan,                    nan,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.5073,                0.96621,                 1.2478,                0.85413,                0.27109,                0.31388,                0.20451,                    nan,                    nan,                    nan,               0.008812,               0.008812,               0.008812
                     26,                 1.5021,                 0.9707,                 1.2438,                0.87283,                0.26971,                0.31387,                0.20941,                    nan,                    nan,                    nan,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.5075,                0.96983,                  1.252,                0.83163,                0.26971,                 0.2995,                0.19243,                    nan,                    nan,                    nan,               0.008713,               0.008713,               0.008713
                     28,                 1.4784,                0.92438,                  1.215,                0.84698,                0.27248,                0.31877,                0.20333,                    nan,                    nan,                    nan,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.4855,                0.93292,                 1.2311,                0.77037,                0.27801,                0.30267,                0.19516,                    nan,                    nan,                    nan,               0.008614,               0.008614,               0.008614
                     30,                 1.4864,                0.94967,                 1.2279,                0.82384,                0.27524,                0.32487,                0.21232,                    nan,                    nan,                    nan,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.4603,                 0.9091,                 1.2207,                  0.867,                0.27386,                0.33108,                0.21293,                    nan,                    nan,                    nan,               0.008515,               0.008515,               0.008515
                     32,                 1.4866,                0.92733,                 1.2302,                 0.7687,                 0.2712,                0.31752,                0.21165,                    nan,                    nan,                    nan,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.4672,                0.92619,                 1.2234,                 0.8631,                0.27904,                0.31745,                0.20383,                    nan,                    nan,                    nan,               0.008416,               0.008416,               0.008416
                     34,                 1.4648,                0.91286,                 1.2132,                0.86446,                0.27939,                0.32867,                0.21475,                    nan,                    nan,                    nan,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.4657,                 0.9099,                 1.2179,                0.88191,                0.27663,                0.31774,                0.20367,                    nan,                    nan,                    nan,               0.008317,               0.008317,               0.008317
                     36,                 1.4549,                0.89671,                 1.2087,                0.84849,                0.27801,                0.33705,                0.21986,                    nan,                    nan,                    nan,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.4414,                0.90329,                 1.2069,                0.87551,                0.27386,                0.33157,                0.21276,                    nan,                    nan,                    nan,               0.008218,               0.008218,               0.008218
                     38,                 1.4617,                0.89436,                  1.218,                0.85724,                0.26556,                0.31642,                0.20731,                    nan,                    nan,                    nan,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.4369,                0.87702,                 1.2067,                0.89476,                0.27248,                0.31863,                0.20568,                    nan,                    nan,                    nan,               0.008119,               0.008119,               0.008119
                     40,                 1.4242,                0.87748,                 1.2079,                0.85743,                0.27248,                0.33374,                0.22514,                    nan,                    nan,                    nan,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.4176,                0.85809,                  1.185,                  0.847,                0.27524,                 0.3154,                0.20832,                    nan,                    nan,                    nan,                0.00802,                0.00802,                0.00802
                     42,                 1.4206,                0.85577,                  1.196,                 0.8677,                0.27939,                0.33576,                0.22413,                    nan,                    nan,                    nan,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.4037,                0.84915,                 1.1999,                0.86083,                0.27378,                0.32674,                0.21591,                    nan,                    nan,                    nan,               0.007921,               0.007921,               0.007921
                     44,                 1.4225,                0.85793,                 1.1952,                0.85587,                0.27104,                0.32904,                0.22092,                    nan,                    nan,                    nan,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.4114,                0.86835,                 1.1929,                0.85152,                0.28077,                0.32394,                0.21339,                    nan,                    nan,                    nan,               0.007822,               0.007822,               0.007822
                     46,                  1.421,                0.85762,                 1.2085,                0.83823,                0.28354,                 0.3422,                 0.2324,                    nan,                    nan,                    nan,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.4088,                0.84163,                 1.1881,                0.83606,                0.27663,                 0.3312,                0.22539,                    nan,                    nan,                    nan,               0.007723,               0.007723,               0.007723
                     48,                 1.4129,                0.85478,                 1.1878,                 0.8219,                0.28077,                0.34851,                0.23549,                    nan,                    nan,                    nan,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.3914,                0.83652,                 1.1812,                0.85516,                0.27801,                0.33701,                0.22774,                    nan,                    nan,                    nan,               0.007624,               0.007624,               0.007624
                     50,                 1.3832,                0.83016,                 1.1768,                 0.8254,                0.27939,                0.33013,                0.21718,                    nan,                    nan,                    nan,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.3969,                0.82261,                 1.1847,                0.81414,                0.27663,                 0.3336,                0.22661,                    nan,                    nan,                    nan,               0.007525,               0.007525,               0.007525
                     52,                 1.4006,                0.83167,                 1.1913,                0.87944,                0.27939,                0.34466,                0.23183,                    nan,                    nan,                    nan,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.3943,                0.83142,                 1.1747,                0.90457,                0.27531,                0.33853,                 0.2264,                    nan,                    nan,                    nan,               0.007426,               0.007426,               0.007426
                     54,                 1.3834,                0.81296,                 1.1819,                0.88956,                0.26738,                0.33411,                0.22169,                    nan,                    nan,                    nan,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.3847,                0.81649,                 1.1784,                0.89125,                0.27801,                0.35396,                0.23867,                    nan,                    nan,                    nan,               0.007327,               0.007327,               0.007327
                     56,                 1.3595,                0.79944,                 1.1765,                0.91076,                0.28077,                0.34047,                0.23322,                    nan,                    nan,                    nan,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.3833,                0.82877,                 1.1767,                0.84981,                0.27939,                 0.3284,                0.21939,                    nan,                    nan,                    nan,               0.007228,               0.007228,               0.007228
                     58,                 1.3686,                0.80778,                 1.1648,                0.86696,                0.27386,                0.33248,                0.22012,                    nan,                    nan,                    nan,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.3679,                0.80032,                 1.1693,                0.88786,                0.27524,                0.35065,                0.24032,                    nan,                    nan,                    nan,               0.007129,               0.007129,               0.007129
                     60,                 1.3558,                0.79922,                 1.1606,                0.83113,                0.28077,                0.34672,                0.23579,                    nan,                    nan,                    nan,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.3709,                0.80395,                 1.1623,                 0.9044,                0.27109,                0.34151,                0.23072,                    nan,                    nan,                    nan,                0.00703,                0.00703,                0.00703
                     62,                 1.3642,                0.79846,                  1.164,                0.89367,                0.27663,                0.33755,                0.22939,                    nan,                    nan,                    nan,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.3514,                0.79032,                  1.155,                0.88385,                0.27366,                0.34977,                0.23327,                    nan,                    nan,                    nan,               0.006931,               0.006931,               0.006931
                     64,                 1.3454,                0.78634,                 1.1606,                0.85387,                0.28077,                0.32917,                0.22137,                    nan,                    nan,                    nan,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.3447,                0.79981,                 1.1596,                0.87851,                0.27248,                0.33066,                0.22189,                    nan,                    nan,                    nan,               0.006832,               0.006832,               0.006832
                     66,                 1.3295,                0.78691,                 1.1499,                0.89541,                0.27801,                0.35464,                0.24196,                    nan,                    nan,                    nan,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.3305,                0.78049,                 1.1519,                0.94748,                0.27445,                0.36405,                  0.248,                    nan,                    nan,                    nan,               0.006733,               0.006733,               0.006733
                     68,                 1.3313,                0.76904,                 1.1479,                0.92707,                0.27663,                0.35374,                0.23572,                    nan,                    nan,                    nan,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.3456,                0.79172,                 1.1534,                0.88971,                0.27939,                0.34631,                0.23274,                    nan,                    nan,                    nan,               0.006634,               0.006634,               0.006634
                     70,                 1.3298,                0.77453,                 1.1469,                0.90699,                0.27109,                0.34272,                0.23388,                    nan,                    nan,                    nan,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.3364,                0.77253,                  1.146,                0.87818,                0.27919,                0.33376,                 0.2212,                    nan,                    nan,                    nan,               0.006535,               0.006535,               0.006535
                     72,                 1.3317,                0.77258,                 1.1542,                 0.8304,                0.27765,                0.35721,                 0.2417,                    nan,                    nan,                    nan,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.3328,                0.76792,                 1.1536,                0.85392,                0.27524,                0.34845,                0.23436,                    nan,                    nan,                    nan,               0.006436,               0.006436,               0.006436
                     74,                 1.3329,                 0.7697,                 1.1564,                0.83093,                0.28354,                0.34016,                0.23092,                    nan,                    nan,                    nan,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.3004,                0.74871,                 1.1411,                0.91131,                0.27003,                0.33641,                0.22517,                    nan,                    nan,                    nan,               0.006337,               0.006337,               0.006337
                     76,                 1.3176,                0.75355,                 1.1334,                0.86377,                0.27186,                0.35365,                0.24066,                    nan,                    nan,                    nan,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.3376,                0.76986,                 1.1501,                0.84853,                0.27386,                0.32775,                0.22576,                    nan,                    nan,                    nan,               0.006238,               0.006238,               0.006238
                     78,                 1.3096,                0.76006,                 1.1359,                0.91174,                0.27109,                0.35358,                 0.2416,                    nan,                    nan,                    nan,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.2817,                0.74408,                 1.1328,                0.84759,                0.28077,                0.35506,                0.24241,                    nan,                    nan,                    nan,               0.006139,               0.006139,               0.006139
                     80,                 1.3105,                0.74543,                 1.1362,                0.88423,                0.26971,                  0.357,                0.24385,                    nan,                    nan,                    nan,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.3042,                0.73614,                 1.1381,                0.78904,                0.28216,                0.33921,                0.22897,                    nan,                    nan,                    nan,                0.00604,                0.00604,                0.00604
                     82,                 1.2888,                0.73102,                  1.133,                0.91453,                0.27524,                0.34407,                0.23174,                    nan,                    nan,                    nan,              0.0059905,              0.0059905,              0.0059905
                     83,                  1.303,                0.74175,                  1.139,                0.88395,                0.27109,                0.34725,                0.23485,                    nan,                    nan,                    nan,               0.005941,               0.005941,               0.005941
                     84,                 1.2942,                0.73329,                  1.136,                0.86905,                0.27538,                0.36044,                0.24623,                    nan,                    nan,                    nan,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.3027,                0.74075,                 1.1287,                0.89062,                0.26971,                0.34888,                0.24308,                    nan,                    nan,                    nan,               0.005842,               0.005842,               0.005842
                     86,                 1.3159,                0.74185,                  1.138,                0.89595,                0.27386,                0.36014,                 0.2487,                    nan,                    nan,                    nan,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.2877,                0.71982,                 1.1278,                0.81711,                0.28492,                0.34885,                0.23772,                    nan,                    nan,                    nan,               0.005743,               0.005743,               0.005743
                     88,                 1.2942,                0.72923,                 1.1331,                0.89263,                0.27248,                0.35078,                0.23856,                    nan,                    nan,                    nan,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.2993,                0.73286,                 1.1277,                0.84906,                0.27663,                0.37195,                0.25732,                    nan,                    nan,                    nan,               0.005644,               0.005644,               0.005644
                     90,                 1.2913,                0.73377,                 1.1296,                0.86007,                0.28216,                0.36695,                0.24894,                    nan,                    nan,                    nan,              0.0055945,              0.0055945,              0.0055945
                     91,                   1.28,                0.72735,                 1.1307,                0.89815,                0.27386,                0.35824,                0.24747,                    nan,                    nan,                    nan,               0.005545,               0.005545,               0.005545
                     92,                 1.2935,                 0.7205,                 1.1203,                0.91736,                0.27248,                0.35288,                0.24335,                    nan,                    nan,                    nan,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.2708,                0.72141,                 1.1245,                0.89019,                0.28216,                0.35667,                 0.2427,                    nan,                    nan,                    nan,               0.005446,               0.005446,               0.005446
                     94,                 1.2707,                0.71283,                 1.1167,                0.92222,                0.27386,                 0.3534,                 0.2431,                    nan,                    nan,                    nan,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.2732,                0.70512,                 1.1154,                0.82367,                0.28492,                0.35862,                0.24827,                    nan,                    nan,                    nan,               0.005347,               0.005347,               0.005347
                     96,                 1.2711,                0.71795,                  1.123,                0.90566,                0.26279,                0.34655,                0.24077,                    nan,                    nan,                    nan,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.2546,                0.70777,                  1.111,                0.87546,                0.27386,                0.35105,                0.25084,                    nan,                    nan,                    nan,               0.005248,               0.005248,               0.005248
                     98,                 1.2774,                0.70707,                 1.1172,                0.88395,                0.27109,                0.36133,                0.25736,                    nan,                    nan,                    nan,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.2866,                0.71973,                  1.115,                0.89462,                0.27007,                0.36386,                0.25292,                    nan,                    nan,                    nan,               0.005149,               0.005149,               0.005149
                    100,                 1.2591,                0.70497,                 1.1063,                0.81984,                0.27524,                0.35584,                 0.2436,                    nan,                    nan,                    nan,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.2533,                0.69685,                 1.1087,                0.86257,                0.26833,                0.34476,                0.23839,                    nan,                    nan,                    nan,                0.00505,                0.00505,                0.00505
                    102,                 1.2452,                0.68982,                 1.1079,                0.88072,                0.26833,                0.36938,                 0.2585,                    nan,                    nan,                    nan,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.2562,                0.69519,                  1.113,                0.85086,                0.27619,                0.36319,                0.25125,                    nan,                    nan,                    nan,               0.004951,               0.004951,               0.004951
                    104,                 1.2574,                0.70499,                 1.1169,                0.96323,                0.26694,                 0.3653,                   0.25,                    nan,                    nan,                    nan,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.2547,                0.69226,                 1.1079,                0.86887,                0.27524,                0.36728,                0.24893,                    nan,                    nan,                    nan,               0.004852,               0.004852,               0.004852
                    106,                 1.2596,                0.69639,                 1.1039,                0.90486,                0.27663,                0.36592,                0.25058,                    nan,                    nan,                    nan,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.2433,                0.68458,                 1.1029,                0.86586,                0.28077,                0.37702,                0.26389,                    nan,                    nan,                    nan,               0.004753,               0.004753,               0.004753
                    108,                 1.2404,                0.68841,                 1.1045,                0.93037,                0.27524,                0.37241,                0.25639,                    nan,                    nan,                    nan,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.2414,                0.68954,                 1.1013,                0.93405,                0.26833,                 0.3681,                 0.2514,                    nan,                    nan,                    nan,               0.004654,               0.004654,               0.004654
                    110,                 1.2325,                0.68301,                 1.0966,                0.92469,                0.27386,                0.36816,                0.25397,                    nan,                    nan,                    nan,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.2476,                0.68743,                 1.1107,                0.90261,                0.26919,                0.36843,                0.25641,                    nan,                    nan,                    nan,               0.004555,               0.004555,               0.004555
                    112,                 1.2384,                0.67949,                 1.0966,                0.88541,                0.28077,                0.36702,                0.25532,                    nan,                    nan,                    nan,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.2334,                0.67784,                 1.0988,                0.86985,                0.28077,                0.37612,                0.25928,                    nan,                    nan,                    nan,               0.004456,               0.004456,               0.004456
                    114,                  1.231,                0.67915,                 1.0945,                0.94567,                0.27524,                 0.3624,                0.25071,                    nan,                    nan,                    nan,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.2458,                0.67761,                 1.0992,                0.90185,                0.27524,                0.37869,                0.26004,                    nan,                    nan,                    nan,               0.004357,               0.004357,               0.004357
                    116,                 1.2272,                0.67921,                 1.0966,                0.90563,                0.27801,                 0.3874,                0.27219,                    nan,                    nan,                    nan,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.2293,                0.66849,                  1.096,                0.90657,                0.27248,                 0.3899,                 0.2726,                    nan,                    nan,                    nan,               0.004258,               0.004258,               0.004258
                    118,                 1.2349,                0.67977,                 1.0962,                0.92104,                0.27386,                0.38757,                 0.2675,                    nan,                    nan,                    nan,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.2194,                0.67063,                 1.0999,                 0.9221,                0.27109,                0.37381,                0.25867,                    nan,                    nan,                    nan,               0.004159,               0.004159,               0.004159
                    120,                 1.2148,                0.66538,                 1.0953,                0.89934,                0.27187,                 0.3788,                0.26325,                    nan,                    nan,                    nan,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.2148,                0.67069,                 1.0942,                0.86871,                0.27663,                0.36952,                0.25977,                    nan,                    nan,                    nan,                0.00406,                0.00406,                0.00406
                    122,                 1.2144,                0.66253,                 1.0954,                0.86471,                0.27405,                0.38859,                0.27317,                    nan,                    nan,                    nan,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.2129,                0.65561,                 1.0915,                0.84827,                0.28354,                0.38302,                0.26659,                    nan,                    nan,                    nan,               0.003961,               0.003961,               0.003961
                    124,                 1.2066,                0.64841,                 1.0885,                 0.8969,                0.28492,                0.39201,                0.27072,                    nan,                    nan,                    nan,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.2127,                0.66757,                  1.091,                0.86326,                0.28216,                0.39202,                0.27703,                    nan,                    nan,                    nan,               0.003862,               0.003862,               0.003862
                    126,                 1.2075,                0.65654,                 1.0884,                0.89381,                0.28216,                0.38191,                0.26661,                    nan,                    nan,                    nan,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.2075,                0.65552,                 1.0868,                0.93915,                0.27386,                 0.3833,                0.26708,                    nan,                    nan,                    nan,               0.003763,               0.003763,               0.003763
                    128,                 1.2026,                0.64844,                 1.0892,                0.85629,                0.28354,                0.38149,                0.26694,                    nan,                    nan,                    nan,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.2008,                0.63919,                 1.0838,                  0.899,                0.28216,                0.37266,                0.26081,                    nan,                    nan,                    nan,               0.003664,               0.003664,               0.003664
                    130,                  1.197,                0.64423,                  1.087,                0.86336,                0.28492,                 0.3877,                0.27013,                    nan,                    nan,                    nan,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.2037,                0.64105,                 1.0852,                0.86597,                0.28354,                0.40102,                0.27833,                    nan,                    nan,                    nan,               0.003565,               0.003565,               0.003565
                    132,                 1.1995,                0.64936,                 1.0738,                0.84672,                0.28269,                 0.3969,                 0.2755,                    nan,                    nan,                    nan,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.2036,                0.64787,                 1.0849,                0.86927,                0.28077,                0.38206,                0.26306,                    nan,                    nan,                    nan,               0.003466,               0.003466,               0.003466
                    134,                 1.1946,                0.64748,                 1.0824,                0.91842,                0.27386,                 0.3759,                0.26243,                    nan,                    nan,                    nan,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.1891,                0.64176,                 1.0713,                0.92054,                 0.2724,                 0.3782,                0.26353,                    nan,                    nan,                    nan,               0.003367,               0.003367,               0.003367
                    136,                 1.1826,                  0.633,                 1.0689,                0.86763,                0.28104,                0.37873,                0.26364,                    nan,                    nan,                    nan,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.1716,                0.63249,                 1.0671,                0.86841,                0.27801,                0.38827,                  0.271,                    nan,                    nan,                    nan,               0.003268,               0.003268,               0.003268
                    138,                 1.1874,                0.64339,                 1.0764,                0.85154,                0.28077,                 0.3823,                0.27024,                    nan,                    nan,                    nan,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.1903,                0.64093,                 1.0755,                0.92062,                0.27386,                 0.3939,                0.27516,                    nan,                    nan,                    nan,               0.003169,               0.003169,               0.003169
                    140,                 1.1812,                 0.6342,                 1.0739,                0.91022,                0.27524,                0.38939,                0.27389,                    nan,                    nan,                    nan,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.1725,                0.62733,                 1.0717,                0.92983,                0.27492,                0.40781,                0.28704,                    nan,                    nan,                    nan,                0.00307,                0.00307,                0.00307
                    142,                 1.1779,                0.62128,                 1.0715,                0.92434,                0.27524,                0.40182,                0.28542,                    nan,                    nan,                    nan,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.1608,                0.61632,                 1.0636,                0.93819,                0.27524,                0.40347,                0.28592,                    nan,                    nan,                    nan,               0.002971,               0.002971,               0.002971
                    144,                 1.1641,                 0.6149,                 1.0708,                0.90872,                0.27801,                0.40885,                0.29206,                    nan,                    nan,                    nan,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.1632,                0.61926,                 1.0652,                0.85291,                0.28354,                0.42285,                0.29825,                    nan,                    nan,                    nan,               0.002872,               0.002872,               0.002872
                    146,                 1.1749,                0.62245,                 1.0662,                0.93466,                0.27109,                0.41506,                0.29412,                    nan,                    nan,                    nan,              0.0028225,              0.0028225,              0.0028225
                    147,                  1.163,                0.61826,                 1.0618,                 0.8431,                0.28077,                0.41721,                0.29848,                    nan,                    nan,                    nan,               0.002773,               0.002773,               0.002773
                    148,                 1.1495,                0.61514,                 1.0601,                0.84006,                0.28216,                 0.4064,                0.28915,                    nan,                    nan,                    nan,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.1574,                 0.6106,                 1.0631,                0.89719,                0.27762,                0.40069,                0.28433,                    nan,                    nan,                    nan,               0.002674,               0.002674,               0.002674
                    150,                  1.157,                0.60828,                 1.0563,                0.85283,                0.28354,                0.40973,                0.28745,                    nan,                    nan,                    nan,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.1598,                0.60838,                 1.0629,                0.85657,                0.28085,                0.40615,                0.28733,                    nan,                    nan,                    nan,               0.002575,               0.002575,               0.002575
                    152,                 1.1596,                0.62357,                 1.0676,                0.85435,                0.28077,                 0.3959,                0.28098,                    nan,                    nan,                    nan,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.1623,                0.60877,                 1.0625,                0.88205,                0.27926,                0.39777,                0.28286,                    nan,                    nan,                    nan,               0.002476,               0.002476,               0.002476
                    154,                 1.1522,                0.60604,                 1.0635,                0.85341,                0.28182,                0.39191,                0.27674,                    nan,                    nan,                    nan,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.1653,                0.60729,                 1.0599,                0.86091,                0.28216,                0.39418,                0.27727,                    nan,                    nan,                    nan,               0.002377,               0.002377,               0.002377
                    156,                  1.145,                0.61225,                 1.0536,                0.87507,                0.27801,                0.39064,                0.27699,                    nan,                    nan,                    nan,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.1405,                0.59812,                 1.0527,                0.83562,                0.28077,                0.39243,                0.27566,                    nan,                    nan,                    nan,               0.002278,               0.002278,               0.002278
                    158,                 1.1526,                0.60751,                 1.0509,                0.86111,                0.28354,                0.39396,                0.27799,                    nan,                    nan,                    nan,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.1336,                0.59351,                 1.0488,                0.84766,                0.28354,                0.39743,                0.28078,                    nan,                    nan,                    nan,               0.002179,               0.002179,               0.002179
                    160,                 1.1394,                0.59183,                 1.0506,                0.85744,                0.28354,                0.39922,                0.28225,                    nan,                    nan,                    nan,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.1517,                0.59946,                 1.0581,                0.87649,                0.28216,                0.40391,                0.28484,                    nan,                    nan,                    nan,                0.00208,                0.00208,                0.00208
                    162,                 1.1305,                0.59341,                 1.0535,                0.90692,                0.27939,                 0.4079,                0.28894,                    nan,                    nan,                    nan,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.1334,                0.59063,                 1.0479,                0.90147,                 0.2784,                 0.4042,                0.28714,                    nan,                    nan,                    nan,               0.001981,               0.001981,               0.001981
                    164,                 1.1339,                0.59959,                 1.0492,                0.92367,                0.27801,                0.40736,                0.28804,                    nan,                    nan,                    nan,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.1122,                0.57968,                 1.0504,                0.91117,                0.28216,                0.41065,                0.28686,                    nan,                    nan,                    nan,               0.001882,               0.001882,               0.001882
